return_id,order_id,item_id,reason,return_status,requested_date,resolved_date,refund_amount,notes
870561,569672,662113,changed_mind,rejected,2021-04-02,2021-04-08,,Customer requested full refund
889117,580912,697179,wrong_item_sent,refunded,2023-03-09,2023-03-20,96.18,Item arrived in poor condition
835322,506807,652097,arrived_damaged,requested,2023-10-05,,,Customer preferred different colour
815168,585878,630043,arrived_damaged,received,2022-03-19,2022-03-23,,
876839,536960,664974,changed_mind,received,2021-04-10,2021-04-12,,
835457,564351,699162,duplicate_order,refunded,2022-03-03,2022-03-12,82.42,
890083,563789,685432,wrong_item_sent,requested,2021-09-01,,,
851917,573181,638738,wrong_item_sent,refunded,2023-12-17,2023-12-22,657.03,
860775,538225,605119,not_as_described,refunded,2023-05-01,2023-05-08,243.13,
845557,589422,642516,arrived_damaged,approved,2023-06-21,2023-07-05,,
806622,553234,639924,defective_product,refunded,2023-09-22,2023-09-28,14.81,Item stopped working after 2 days
885832,591503,682199,not_as_described,approved,2022-08-21,2022-09-10,,Wrong size delivered
831656,598048,694872,arrived_damaged,approved,2024-09-05,2024-09-26,,
822093,527864,631599,not_as_described,refunded,2024-09-29,2024-10-03,401.8,Item arrived in poor condition
871364,501500,606333,changed_mind,requested,2022-11-11,,,
888083,506599,613244,duplicate_order,refunded,2022-03-17,2022-03-27,515.79,Item arrived in poor condition
856015,566278,679981,not_as_described,approved,2022-07-20,2022-08-08,,
869642,507498,657252,changed_mind,refunded,2024-10-02,2024-10-13,219.54,
829862,577822,675785,changed_mind,refunded,2021-05-12,2021-05-16,691.26,Customer preferred different colour
888599,556987,614646,wrong_item_sent,refunded,2021-11-21,2021-11-24,523.24,Item arrived in poor condition
820664,515606,655868,defective_product,refunded,2024-06-23,2024-07-06,281.65,
838194,549291,611955,not_as_described,received,2023-01-21,2023-01-26,,
846304,586381,627232,defective_product,requested,2024-10-27,,,
844233,566452,679130,changed_mind,rejected,2021-09-04,2021-09-07,,Customer preferred different colour
828136,511062,694045,wrong_item_sent,refunded,2021-07-02,2021-07-06,707.0,
877212,533046,631993,wrong_item_sent,refunded,2024-01-05,2024-01-11,256.25,
837262,550641,699015,wrong_item_sent,refunded,2021-10-16,2021-10-21,374.26,Customer preferred different colour
884721,502194,682913,not_as_described,refunded,2023-08-22,2023-08-31,659.95,
857972,582477,689561,changed_mind,approved,2023-02-22,2023-03-08,,Item arrived in poor condition
800475,534781,651472,defective_product,refunded,2023-06-26,2023-07-06,194.29,Customer requested full refund
810326,523081,656472,duplicate_order,refunded,2023-01-04,2023-01-10,41.86,
820346,507990,659915,duplicate_order,received,2021-06-06,2021-06-13,,
812236,552220,679259,defective_product,received,2023-06-08,2023-06-12,,Wrong size delivered
860097,553528,663196,changed_mind,approved,2023-12-09,2023-12-30,,
869575,542120,661894,changed_mind,received,2023-12-10,2023-12-11,,
820940,523358,640172,changed_mind,approved,2023-11-28,2023-12-07,,Customer preferred different colour
821687,583255,634101,changed_mind,rejected,2023-02-24,2023-03-05,,
882314,500783,667173,wrong_item_sent,refunded,2022-11-16,2022-11-19,1021.35,Item arrived in poor condition
836546,598693,664027,duplicate_order,refunded,2024-09-20,2024-09-29,1426.29,Item stopped working after 2 days
894457,553053,641142,arrived_damaged,approved,2021-10-19,2021-10-30,,
867508,518328,619083,wrong_item_sent,refunded,2022-12-16,2022-12-26,315.36,Packaging was damaged
890444,547660,644481,wrong_item_sent,received,2023-05-05,2023-05-08,,Item arrived in poor condition
810296,548780,600523,not_as_described,received,2023-01-14,2023-01-18,,
849393,516441,623076,defective_product,rejected,2024-04-27,2024-05-11,,Item arrived in poor condition
837962,555099,674247,duplicate_order,approved,2022-02-04,2022-02-22,,Customer requested full refund
898804,508646,611569,defective_product,rejected,2024-05-07,2024-05-18,,Customer requested full refund
835191,532151,646255,wrong_item_sent,approved,2023-12-01,2023-12-18,,Wrong size delivered
898615,505325,640638,wrong_item_sent,received,2023-10-06,2023-10-12,,
876217,567667,644065,duplicate_order,rejected,2022-12-11,2022-12-21,,
885637,516670,639950,wrong_item_sent,refunded,2023-02-06,2023-02-11,408.54,Packaging was damaged
810897,571673,627960,wrong_item_sent,refunded,2022-04-10,2022-04-16,399.57,Item arrived in poor condition
820071,597848,640275,defective_product,requested,2022-04-23,,,Packaging was damaged
832779,542464,619259,defective_product,refunded,2024-03-20,2024-03-27,133.41,Item arrived in poor condition
826234,543779,663774,defective_product,approved,2022-09-15,2022-09-25,,Wrong size delivered
843673,542186,603310,changed_mind,refunded,2024-09-30,2024-10-03,531.59,Customer preferred different colour
838358,599275,659543,not_as_described,refunded,2022-04-10,2022-04-22,394.85,Packaging was damaged
842178,540917,695210,arrived_damaged,refunded,2022-08-29,2022-09-12,326.5,
891140,524316,667250,not_as_described,rejected,2022-03-11,2022-03-22,,
816771,545105,619200,not_as_described,rejected,2021-07-10,2021-07-13,,Packaging was damaged
850913,545135,687841,duplicate_order,approved,2023-07-13,2023-07-31,,Customer preferred different colour
870128,568235,632164,not_as_described,received,2022-11-25,2022-11-28,,
885338,529582,634085,defective_product,refunded,2021-10-26,2021-10-29,86.56,Packaging was damaged
828042,513948,672800,arrived_damaged,refunded,2022-07-06,2022-07-09,54.93,Customer preferred different colour
875532,570564,675838,not_as_described,requested,2023-01-26,,,Customer preferred different colour
846284,505635,623955,wrong_item_sent,received,2023-02-19,2023-02-24,,
822947,539477,660562,not_as_described,received,2021-07-16,2021-07-20,,
866429,561970,664386,defective_product,refunded,2023-09-16,2023-09-27,339.43,Wrong size delivered
840115,583744,644723,defective_product,refunded,2023-10-10,2023-10-21,181.44,
851455,525239,674789,duplicate_order,refunded,2024-03-09,2024-03-14,431.68,Customer preferred different colour
830172,531902,618231,changed_mind,refunded,2023-01-21,2023-01-24,408.41,
879387,508493,614003,changed_mind,received,2021-08-28,2021-09-02,,Customer requested full refund
848563,572462,602077,not_as_described,refunded,2024-05-16,2024-05-20,505.97,
843351,592678,671207,arrived_damaged,refunded,2024-05-04,2024-05-09,224.52,
831562,522601,627450,arrived_damaged,refunded,2022-09-09,2022-09-13,199.42,Item stopped working after 2 days
802283,591536,639531,changed_mind,refunded,2021-10-02,2021-10-14,595.33,Item stopped working after 2 days
895193,539477,670081,not_as_described,rejected,2021-08-03,2021-08-07,,
855607,580513,609987,changed_mind,refunded,2024-05-15,2024-05-28,264.27,Item stopped working after 2 days
886217,513273,662869,arrived_damaged,requested,2022-02-01,,,Wrong size delivered
850179,597472,633708,wrong_item_sent,refunded,2022-05-29,2022-06-04,396.78,Wrong size delivered
841525,566675,687554,wrong_item_sent,refunded,2023-11-05,2023-11-14,423.6,Customer requested full refund
887605,567387,657826,wrong_item_sent,refunded,2024-05-15,2024-05-19,282.28,
898482,524759,639016,wrong_item_sent,requested,2024-10-02,,,
890912,549747,691169,changed_mind,rejected,2022-03-29,2022-04-10,,
878886,583072,611947,wrong_item_sent,refunded,2021-11-25,2021-12-01,2390.27,
846840,542762,654527,wrong_item_sent,refunded,2022-06-15,2022-06-27,320.96,Packaging was damaged
819680,526011,630582,wrong_item_sent,refunded,2021-10-10,2021-10-22,974.74,
857935,529729,647684,defective_product,rejected,2022-08-01,2022-08-04,,Customer requested full refund
853016,506763,643566,wrong_item_sent,refunded,2023-08-25,2023-09-06,1425.49,Wrong size delivered
850031,587364,658892,not_as_described,refunded,2022-02-04,2022-02-08,1473.52,
847841,534669,677726,not_as_described,rejected,2023-11-28,2023-12-07,,
838317,548658,652772,wrong_item_sent,refunded,2023-04-14,2023-04-27,118.11,
803858,510721,615692,duplicate_order,approved,2022-04-13,2022-04-29,,
847662,568584,627803,defective_product,refunded,2021-02-23,2021-03-07,7.58,
859849,578416,605225,wrong_item_sent,refunded,2023-01-30,2023-02-10,595.64,
857960,577822,663282,wrong_item_sent,received,2021-06-02,2021-06-05,,Item arrived in poor condition
872016,518446,653751,not_as_described,approved,2022-11-21,2022-12-12,,Item stopped working after 2 days
808325,539344,635172,defective_product,requested,2022-05-19,,,
897034,569167,670013,not_as_described,received,2021-12-13,2021-12-16,,
864259,514441,671229,wrong_item_sent,approved,2023-09-08,2023-09-18,,
800309,534525,621513,duplicate_order,received,2022-12-06,2022-12-12,,Item stopped working after 2 days
896075,527808,635943,changed_mind,approved,2024-05-08,2024-05-26,,Item arrived in poor condition
849683,543979,602099,changed_mind,refunded,2022-10-29,2022-11-06,83.99,
851859,589085,628429,duplicate_order,requested,2024-08-14,,,Customer requested full refund
876535,572542,666890,changed_mind,received,2021-12-06,2021-12-08,,Packaging was damaged
809022,581877,660285,arrived_damaged,refunded,2024-06-16,2024-06-23,1642.02,
826233,562959,681054,defective_product,requested,2023-07-08,,,
896685,583870,659990,changed_mind,rejected,2021-05-28,2021-06-06,,
804664,588395,607148,defective_product,refunded,2021-01-15,2021-01-20,328.46,
894970,599743,688867,arrived_damaged,refunded,2022-07-02,2022-07-15,146.0,
828226,504322,619313,duplicate_order,approved,2023-05-08,2023-05-25,,
818303,586381,695665,wrong_item_sent,refunded,2024-10-07,2024-10-14,440.4,Packaging was damaged
828450,500632,696221,changed_mind,approved,2024-05-29,2024-06-12,,Customer preferred different colour
860223,551303,648738,not_as_described,rejected,2023-01-29,2023-02-06,,
830333,520959,689208,arrived_damaged,rejected,2024-07-16,2024-07-20,,Wrong size delivered
891404,537183,647311,changed_mind,rejected,2023-07-22,2023-07-25,,
839757,597766,663917,wrong_item_sent,received,2024-09-16,2024-09-20,,
843032,542859,616632,arrived_damaged,refunded,2022-11-23,2022-12-05,348.4,
800438,548506,635236,duplicate_order,refunded,2023-04-03,2023-04-15,1580.74,
836380,520128,606817,wrong_item_sent,approved,2024-03-14,2024-03-22,,Wrong size delivered
879460,552597,693679,not_as_described,refunded,2022-04-05,2022-04-09,1226.0,
851629,543928,633666,defective_product,approved,2021-05-09,2021-05-24,,Item arrived in poor condition
862968,583767,687590,changed_mind,refunded,2024-08-17,2024-08-23,575.05,
879036,561613,628662,not_as_described,refunded,2023-08-19,2023-08-30,41.6,
886670,532432,674234,defective_product,refunded,2021-11-20,2021-11-27,296.16,Item arrived in poor condition
871513,575436,671798,arrived_damaged,received,2021-05-02,2021-05-04,,Customer preferred different colour
824137,531534,631072,wrong_item_sent,refunded,2023-02-19,2023-02-27,187.65,
830522,581382,628944,defective_product,refunded,2024-04-28,2024-05-02,214.76,
811424,588847,690189,changed_mind,approved,2022-05-03,2022-05-24,,Item arrived in poor condition
894297,523721,631506,duplicate_order,approved,2023-07-11,2023-07-21,,
879596,571351,693308,changed_mind,received,2023-08-26,2023-08-29,,
878203,542464,697045,changed_mind,refunded,2024-03-10,2024-03-17,622.37,Customer requested full refund
889301,536556,618519,defective_product,refunded,2021-02-16,2021-02-21,750.48,
848811,508688,625639,duplicate_order,received,2024-02-21,2024-02-25,,
835666,519865,634182,not_as_described,requested,2022-03-21,,,
896090,553529,667328,changed_mind,refunded,2024-06-04,2024-06-15,781.43,Customer requested full refund
837257,518129,652541,arrived_damaged,refunded,2023-06-07,2023-06-21,29.65,Packaging was damaged
800206,582842,675025,changed_mind,refunded,2024-02-05,2024-02-12,54.65,Customer preferred different colour
869380,550998,672802,changed_mind,refunded,2021-01-29,2021-02-10,563.05,Wrong size delivered
891004,511108,679090,defective_product,refunded,2024-09-01,2024-09-14,946.13,Customer preferred different colour
896867,598767,625845,arrived_damaged,refunded,2022-09-22,2022-10-03,463.2,Item stopped working after 2 days
856397,584122,605427,defective_product,approved,2023-11-17,2023-11-24,,
840455,531852,630178,not_as_described,refunded,2022-07-07,2022-07-20,124.19,
831786,517273,681723,wrong_item_sent,rejected,2024-03-08,2024-03-19,,Wrong size delivered
805312,547618,618759,wrong_item_sent,refunded,2023-04-04,2023-04-11,1343.41,
844376,581226,616400,defective_product,refunded,2023-10-25,2023-11-07,89.89,Wrong size delivered
882233,529439,688159,wrong_item_sent,refunded,2023-11-15,2023-11-19,68.62,Customer requested full refund
889906,521174,630777,duplicate_order,requested,2023-06-23,,,Packaging was damaged
868842,597829,676003,duplicate_order,received,2024-04-06,2024-04-08,,Item arrived in poor condition
861627,524167,663989,arrived_damaged,refunded,2022-04-04,2022-04-11,391.83,Packaging was damaged
828670,585261,622057,defective_product,received,2021-04-26,2021-04-27,,Item stopped working after 2 days
869682,594949,618018,duplicate_order,approved,2022-12-19,2023-01-09,,
871555,548915,614647,wrong_item_sent,refunded,2024-01-17,2024-01-21,576.94,
877550,529712,604003,wrong_item_sent,requested,2021-02-08,,,Customer requested full refund
879473,562574,612013,changed_mind,requested,2022-12-11,,,
851052,555628,631888,defective_product,approved,2023-09-17,2023-10-05,,
848748,508593,659874,defective_product,approved,2024-03-19,2024-04-03,,Item stopped working after 2 days
831797,554947,695675,wrong_item_sent,received,2024-01-03,2024-01-05,,
803623,578454,604377,duplicate_order,refunded,2023-02-26,2023-03-05,415.85,
885630,552811,691345,duplicate_order,received,2021-04-19,2021-04-22,,Customer requested full refund
828251,599296,618032,changed_mind,rejected,2021-10-16,2021-10-28,,Item stopped working after 2 days
829150,527290,654877,wrong_item_sent,refunded,2023-07-24,2023-07-30,851.47,Packaging was damaged
885999,503066,609382,arrived_damaged,requested,2022-09-15,,,Item stopped working after 2 days
870367,576269,689018,duplicate_order,refunded,2022-11-11,2022-11-25,629.16,
829963,529136,605379,wrong_item_sent,received,2022-09-24,2022-09-27,,
872995,559525,656789,arrived_damaged,received,2021-08-09,2021-08-11,,
867687,588270,655652,defective_product,received,2022-02-23,2022-03-01,,
861248,501307,684804,wrong_item_sent,refunded,2021-08-02,2021-08-15,54.78,Wrong size delivered
851004,588559,609083,defective_product,rejected,2023-05-03,2023-05-10,,Customer requested full refund
803619,552442,655702,changed_mind,refunded,2024-09-01,2024-09-12,245.21,
880075,580900,612122,not_as_described,requested,2023-06-08,,,Wrong size delivered
897795,514774,616052,duplicate_order,refunded,2022-10-08,2022-10-18,112.22,
824007,521706,693883,arrived_damaged,refunded,2022-09-08,2022-09-15,219.47,Item stopped working after 2 days
880040,556277,650473,defective_product,refunded,2023-05-23,2023-05-26,327.44,
847698,583447,644148,defective_product,requested,2024-09-10,,,Customer requested full refund
838156,514417,659807,not_as_described,received,2023-08-25,2023-08-26,,
871101,536524,638391,duplicate_order,requested,2021-02-02,,,Packaging was damaged
822543,514129,608056,changed_mind,received,2021-04-12,2021-04-18,,Customer requested full refund
891134,550907,636213,changed_mind,refunded,2021-11-15,2021-11-24,122.14,
892278,502843,683436,wrong_item_sent,refunded,2022-05-10,2022-05-17,166.7,Wrong size delivered
897994,520532,655987,wrong_item_sent,approved,2022-03-01,2022-03-08,,
891892,583242,620705,changed_mind,requested,2023-12-07,,,
851045,577377,603942,arrived_damaged,received,2023-01-22,2023-01-23,,Item stopped working after 2 days
875143,585279,606020,not_as_described,approved,2021-06-02,2021-06-14,,Wrong size delivered
836391,544917,640034,arrived_damaged,refunded,2024-06-20,2024-06-25,352.58,Item arrived in poor condition
861568,528444,683585,changed_mind,received,2022-12-02,2022-12-08,,
826005,519835,613741,changed_mind,refunded,2021-05-10,2021-05-17,74.31,
806985,510283,637267,duplicate_order,approved,2021-07-16,2021-07-25,,Packaging was damaged
896101,539034,649083,defective_product,approved,2024-02-21,2024-03-10,,Item arrived in poor condition
831795,533944,691014,duplicate_order,rejected,2024-10-07,2024-10-17,,
858249,536178,683753,not_as_described,refunded,2022-06-04,2022-06-15,1423.7,
896942,514399,672548,not_as_described,requested,2021-05-25,,,Wrong size delivered
878380,585727,650420,not_as_described,refunded,2021-04-27,2021-05-11,327.34,Packaging was damaged
828704,513985,671242,arrived_damaged,refunded,2022-12-12,2022-12-21,224.78,Item arrived in poor condition
893866,568671,600660,wrong_item_sent,requested,2024-05-11,,,Item arrived in poor condition
887754,525989,684576,changed_mind,received,2023-08-22,2023-08-27,,
866222,529220,673810,wrong_item_sent,received,2023-11-30,2023-12-01,,Item stopped working after 2 days
890570,505746,684895,not_as_described,refunded,2023-03-15,2023-03-19,510.18,
883629,566173,686640,arrived_damaged,received,2023-12-14,2023-12-15,,Customer requested full refund
847826,539818,679832,not_as_described,refunded,2023-08-13,2023-08-27,12.03,Packaging was damaged
803926,580525,624319,wrong_item_sent,approved,2024-05-12,2024-06-02,,Item stopped working after 2 days
839686,560632,662721,wrong_item_sent,refunded,2022-02-03,2022-02-08,447.05,
887842,530840,604294,wrong_item_sent,refunded,2022-01-12,2022-01-23,117.01,
804041,531373,689050,changed_mind,rejected,2024-02-04,2024-02-07,,
866097,599782,660418,duplicate_order,rejected,2022-10-24,2022-11-01,,Customer preferred different colour
884370,552228,606992,arrived_damaged,refunded,2021-05-16,2021-05-28,279.5,Item stopped working after 2 days
895368,590011,693638,changed_mind,refunded,2021-11-17,2021-11-28,157.86,
831223,588057,601816,arrived_damaged,requested,2021-02-21,,,Customer preferred different colour
869790,524207,640646,changed_mind,refunded,2021-08-29,2021-09-03,390.78,Customer preferred different colour
878635,555986,624443,defective_product,refunded,2024-03-29,2024-04-07,1159.92,
832538,599739,694795,defective_product,approved,2022-02-25,2022-03-06,,
841307,541817,660473,wrong_item_sent,rejected,2022-09-23,2022-09-26,,
826538,556987,663494,duplicate_order,approved,2021-11-17,2021-11-28,,
836217,592025,603547,not_as_described,refunded,2021-04-23,2021-05-01,161.06,Packaging was damaged
881803,585161,680976,not_as_described,received,2021-05-30,2021-06-06,,
819958,533442,645082,arrived_damaged,approved,2021-07-15,2021-08-04,,Item arrived in poor condition
896387,511359,629998,duplicate_order,refunded,2023-06-30,2023-07-03,355.92,
818132,567667,612038,wrong_item_sent,approved,2022-12-10,2022-12-31,,
831094,574244,665407,defective_product,rejected,2023-09-14,2023-09-22,,Wrong size delivered
850315,531902,604965,not_as_described,received,2023-02-05,2023-02-07,,
815040,552385,624048,not_as_described,refunded,2023-09-21,2023-10-04,447.5,
899987,536748,603069,wrong_item_sent,approved,2022-10-21,2022-10-31,,Item stopped working after 2 days
892238,553154,608520,arrived_damaged,refunded,2023-12-04,2023-12-17,1003.68,
815242,507535,610326,defective_product,requested,2024-02-18,,,Item arrived in poor condition
842278,513462,644282,defective_product,refunded,2023-05-24,2023-05-28,218.54,
867716,578708,669641,arrived_damaged,refunded,2021-02-26,2021-03-06,722.83,Item stopped working after 2 days
810765,508489,629895,defective_product,approved,2022-06-07,2022-06-26,,Wrong size delivered
852016,526992,650981,changed_mind,refunded,2024-06-02,2024-06-13,2809.93,
839353,561507,653673,wrong_item_sent,received,2021-09-01,2021-09-08,,Packaging was damaged
876648,565548,697964,changed_mind,rejected,2022-03-15,2022-03-24,,Wrong size delivered
873459,539755,601298,wrong_item_sent,approved,2024-03-26,2024-04-11,,
852061,585322,645712,changed_mind,refunded,2021-12-26,2022-01-09,413.16,
877185,591525,610771,wrong_item_sent,refunded,2022-12-26,2022-12-31,591.18,
885109,577428,686480,duplicate_order,refunded,2023-05-29,2023-06-04,511.87,Wrong size delivered
815452,545275,648146,duplicate_order,received,2024-06-01,2024-06-08,,
817928,552284,624363,arrived_damaged,requested,2023-09-18,,,Packaging was damaged
837474,586943,615902,not_as_described,refunded,2023-05-21,2023-05-26,913.68,Wrong size delivered
877525,526581,607708,defective_product,approved,2024-04-04,2024-04-23,,
862061,563789,664516,arrived_damaged,received,2021-09-04,2021-09-11,,Wrong size delivered
865533,518279,631308,wrong_item_sent,requested,2021-09-24,,,Wrong size delivered
855945,579514,628088,wrong_item_sent,approved,2023-12-13,2023-12-22,,Customer requested full refund
826658,541796,645680,arrived_damaged,refunded,2024-01-02,2024-01-11,267.91,
883157,564295,683873,wrong_item_sent,refunded,2022-04-28,2022-05-01,519.07,Item stopped working after 2 days
870827,597784,660611,wrong_item_sent,received,2024-02-12,2024-02-14,,
856608,575726,646235,wrong_item_sent,received,2021-12-10,2021-12-16,,
811819,583105,664691,not_as_described,received,2023-07-06,2023-07-09,,
800301,556277,671842,arrived_damaged,approved,2023-05-29,2023-06-17,,
802021,559096,620369,wrong_item_sent,refunded,2022-10-07,2022-10-16,94.32,Customer preferred different colour
886257,598662,684399,not_as_described,refunded,2024-04-27,2024-05-10,528.33,Wrong size delivered
859655,517918,643415,wrong_item_sent,approved,2022-12-07,2022-12-27,,
848177,529958,664670,wrong_item_sent,approved,2024-10-20,2024-11-07,,Item arrived in poor condition
828467,568584,638923,arrived_damaged,refunded,2021-03-11,2021-03-17,26.68,Customer preferred different colour
820222,513973,690540,wrong_item_sent,received,2021-11-07,2021-11-10,,Item arrived in poor condition
846436,568513,648919,duplicate_order,refunded,2024-08-29,2024-09-03,593.8,Item stopped working after 2 days
898275,531646,613825,changed_mind,received,2022-06-15,2022-06-22,,
858479,593150,665727,wrong_item_sent,approved,2021-10-12,2021-10-30,,Customer requested full refund
800473,586009,666562,not_as_described,approved,2021-01-10,2021-01-18,,
886262,554104,627925,not_as_described,refunded,2024-03-06,2024-03-15,1081.97,
801379,517173,682532,duplicate_order,approved,2021-05-16,2021-06-05,,Item stopped working after 2 days
814421,508739,602094,duplicate_order,approved,2024-06-11,2024-06-18,,
877434,551961,619808,wrong_item_sent,refunded,2022-11-30,2022-12-10,458.33,Customer requested full refund
837250,599090,626174,arrived_damaged,refunded,2022-10-12,2022-10-18,305.0,Wrong size delivered
896598,538115,688783,not_as_described,approved,2022-12-04,2022-12-14,,
834059,542187,619733,changed_mind,refunded,2022-12-09,2022-12-19,485.33,
859695,551432,613406,changed_mind,refunded,2024-01-14,2024-01-22,42.52,Packaging was damaged
882570,597813,694520,defective_product,refunded,2023-11-01,2023-11-08,656.44,Packaging was damaged
824672,524109,636006,not_as_described,received,2024-03-11,2024-03-18,,
804286,586195,630183,not_as_described,received,2023-09-05,2023-09-12,,Packaging was damaged
852343,542826,605738,wrong_item_sent,received,2023-10-24,2023-10-31,,Item stopped working after 2 days
815785,556367,614816,duplicate_order,approved,2022-10-02,2022-10-12,,
857824,514805,660894,defective_product,refunded,2022-07-02,2022-07-08,639.7,Item stopped working after 2 days
836651,553290,638534,duplicate_order,refunded,2022-07-09,2022-07-12,2052.21,Item arrived in poor condition
827113,596448,617526,arrived_damaged,requested,2022-09-12,,,
846554,575356,666669,changed_mind,received,2021-11-15,2021-11-21,,
866962,538609,661130,duplicate_order,refunded,2021-02-09,2021-02-15,43.28,
866742,569388,681090,not_as_described,refunded,2022-04-09,2022-04-18,837.4,
875602,501045,670720,duplicate_order,approved,2022-10-19,2022-10-31,,Customer requested full refund
868615,541423,684810,duplicate_order,refunded,2022-03-25,2022-04-01,373.08,
813616,528564,614950,wrong_item_sent,requested,2023-06-13,,,Item stopped working after 2 days
870081,548796,665739,wrong_item_sent,refunded,2022-02-18,2022-02-22,214.86,Packaging was damaged
861543,523273,684935,wrong_item_sent,approved,2022-02-20,2022-03-11,,Wrong size delivered
863479,519609,641673,arrived_damaged,refunded,2024-06-01,2024-06-08,159.4,Customer requested full refund
878715,556151,689484,arrived_damaged,rejected,2024-06-29,2024-07-07,,Item arrived in poor condition
832458,569167,690644,not_as_described,refunded,2021-12-10,2021-12-23,749.36,Packaging was damaged
830295,571614,665651,duplicate_order,refunded,2021-07-23,2021-08-03,916.75,
881987,513412,640382,arrived_damaged,refunded,2024-01-27,2024-02-05,205.64,Wrong size delivered
890814,547965,612775,arrived_damaged,refunded,2022-02-04,2022-02-17,421.92,Wrong size delivered
852864,579959,609121,changed_mind,received,2021-06-11,2021-06-18,,
828497,552459,625352,duplicate_order,refunded,2021-06-20,2021-07-01,323.7,
859463,578487,634716,defective_product,approved,2023-07-09,2023-07-21,,Customer preferred different colour
883248,582751,604095,defective_product,rejected,2022-10-17,2022-10-20,,
823482,556100,620268,duplicate_order,refunded,2023-03-04,2023-03-08,161.86,Customer preferred different colour
876484,544413,620271,changed_mind,received,2021-10-28,2021-10-31,,Wrong size delivered
896592,523493,695640,arrived_damaged,refunded,2023-09-30,2023-10-05,365.05,Customer requested full refund
883046,561397,671007,arrived_damaged,approved,2024-04-02,2024-04-18,,Item arrived in poor condition
859338,506629,628603,defective_product,refunded,2022-01-20,2022-01-27,193.47,Item stopped working after 2 days
823357,563860,641193,changed_mind,refunded,2024-02-19,2024-02-22,14.64,
868627,565149,684162,arrived_damaged,refunded,2024-06-08,2024-06-12,536.98,
854801,514396,668911,defective_product,approved,2021-05-27,2021-06-12,,
813343,525221,698278,changed_mind,refunded,2024-08-17,2024-08-26,493.95,Wrong size delivered
899308,520564,676779,not_as_described,rejected,2022-11-28,2022-12-06,,Item arrived in poor condition
833377,564351,600104,arrived_damaged,refunded,2022-02-12,2022-02-26,218.04,Item arrived in poor condition
815778,583313,683286,not_as_described,refunded,2021-11-12,2021-11-20,382.72,
888790,548499,692430,duplicate_order,refunded,2021-05-03,2021-05-12,1639.19,
869136,581727,654791,not_as_described,refunded,2022-06-18,2022-06-30,692.71,Wrong size delivered
885929,572783,620534,arrived_damaged,requested,2024-09-14,,,
850666,588946,655397,defective_product,refunded,2022-04-21,2022-05-02,440.23,
868111,589718,651257,changed_mind,refunded,2022-04-21,2022-04-25,463.72,Item stopped working after 2 days
863463,578361,620351,changed_mind,received,2022-02-08,2022-02-12,,Customer requested full refund
843411,518326,628549,not_as_described,requested,2022-07-25,,,Item arrived in poor condition
820327,529220,637132,not_as_described,refunded,2023-12-16,2023-12-28,33.67,
860611,588510,684525,duplicate_order,refunded,2021-10-07,2021-10-13,416.73,
871294,593076,692481,arrived_damaged,refunded,2023-02-23,2023-03-02,800.42,Customer requested full refund
864179,566828,640307,arrived_damaged,approved,2022-09-25,2022-10-02,,
897337,533953,611152,wrong_item_sent,approved,2021-03-17,2021-04-04,,
809272,578286,651549,changed_mind,requested,2024-05-11,,,Item arrived in poor condition
863816,591540,613449,arrived_damaged,refunded,2022-10-19,2022-10-28,208.33,Item stopped working after 2 days
885082,542267,696396,defective_product,refunded,2024-01-05,2024-01-08,382.03,
811868,545758,618293,duplicate_order,received,2023-05-11,2023-05-16,,Customer requested full refund
804544,573810,669584,duplicate_order,approved,2022-08-20,2022-09-10,,Customer preferred different colour
837099,567708,691715,not_as_described,received,2024-04-22,2024-04-29,,Item stopped working after 2 days
880492,589227,636836,not_as_described,refunded,2022-05-31,2022-06-11,974.15,Customer preferred different colour
854052,596843,614380,not_as_described,approved,2021-06-17,2021-07-04,,Customer preferred different colour
828021,571214,675852,duplicate_order,refunded,2023-06-08,2023-06-22,417.17,
871832,522595,646020,duplicate_order,approved,2024-02-21,2024-03-10,,Item stopped working after 2 days
814449,582304,691777,defective_product,approved,2024-02-03,2024-02-21,,
899746,510967,606013,changed_mind,rejected,2021-05-29,2021-06-11,,Customer requested full refund
887525,518396,616090,duplicate_order,requested,2022-02-18,,,
859117,581531,633159,not_as_described,refunded,2024-08-09,2024-08-15,944.04,Customer requested full refund
884155,544321,630641,changed_mind,refunded,2024-08-17,2024-08-25,517.16,
812428,592183,652234,duplicate_order,received,2023-09-02,2023-09-06,,
815257,577642,632931,wrong_item_sent,received,2022-01-11,2022-01-12,,
871137,572944,612628,changed_mind,requested,2024-06-18,,,Wrong size delivered
821551,503875,684861,duplicate_order,approved,2022-02-05,2022-02-22,,Customer requested full refund
818764,579304,685449,wrong_item_sent,received,2023-07-07,2023-07-10,,Wrong size delivered
893888,563810,621709,not_as_described,refunded,2023-09-26,2023-10-08,229.71,
895808,509656,680510,duplicate_order,refunded,2023-04-12,2023-04-20,794.98,
824213,568157,630207,arrived_damaged,received,2022-11-30,2022-12-06,,Customer requested full refund
823201,584641,614194,duplicate_order,rejected,2022-10-21,2022-10-25,,Wrong size delivered
865594,568786,605511,not_as_described,requested,2022-01-17,,,Item stopped working after 2 days
829180,538653,607285,duplicate_order,received,2023-01-04,2023-01-10,,Packaging was damaged
853048,501862,643234,defective_product,requested,2023-03-07,,,Customer preferred different colour
