order_id,customer_id,order_date,status,payment_method,shipping_method,shipping_cost,discount_pct,coupon_code,shipping_date,delivery_date,is_gift
555021,433408,2022-05-06,delivered,credit_card,next_day,4.99,10,,2022-05-10,2022-05-15,True
559318,413263,2021-01-27,processing,google_pay,next_day,14.99,,SAVE16,,,True
551790,404370,2022-01-13,pending,bank_transfer,express,9.99,0,,,,False
584657,431407,2021-10-17,delivered,credit_card,click_and_collect,14.99,10,,2021-10-19,2021-10-26,False
543401,483681,2024-06-26,shipped,credit_card,express,6.99,10,,2024-07-01,,False
522497,453411,2023-07-13,shipped,paypal,standard,0,20,SAVE7,2023-07-18,,False
559456,455058,2023-04-30,delivered,apple_pay,standard,9.99,,SAVE28,2023-05-02,2023-05-11,False
521784,412560,2021-11-05,pending,bank_transfer,express,9.99,15,,,,False
572478,436629,2022-09-20,delivered,paypal,standard,6.99,5,,2022-09-21,2022-09-29,False
584478,410032,2021-09-01,delivered,debit_card,express,4.99,0,SAVE22,2021-09-06,2021-09-15,False
539809,416176,2023-10-27,cancelled,credit_card,standard,9.99,0,,,,True
546648,400131,2023-04-08,delivered,paypal,standard,4.99,25,,2023-04-12,2023-04-16,False
526923,487453,2023-06-11,delivered,paypal,standard,0,,,2023-06-16,2023-06-26,False
577085,439986,2023-10-06,processing,debit_card,click_and_collect,4.99,5,SAVE7,,,False
564127,494219,2022-10-15,delivered,debit_card,express,4.99,,,2022-10-16,2022-10-17,False
534704,413459,2022-01-21,processing,paypal,click_and_collect,3.99,0,,,,False
581714,407947,2021-10-05,processing,credit_card,express,0,0,,,,False
598162,492663,2024-01-11,delivered,debit_card,standard,4.99,,,2024-01-13,2024-01-14,False
582129,484562,2024-08-15,returned,bank_transfer,standard,4.99,,,2024-08-19,,False
576858,462685,2023-09-28,shipped,debit_card,click_and_collect,3.99,,,2023-10-02,,True
548973,478612,2021-02-09,delivered,paypal,economy,9.99,,,2021-02-12,2021-02-20,False
503066,420605,2022-08-30,delivered,debit_card,standard,4.99,,SAVE12,2022-09-03,2022-09-09,False
559328,454747,2024-02-06,delivered,paypal,economy,0,0,,2024-02-11,2024-02-16,False
594737,466115,2024-02-28,delivered,credit_card,next_day,6.99,,,2024-03-03,2024-03-12,True
500074,464615,2021-10-28,delivered,credit_card,click_and_collect,3.99,0,,2021-10-30,2021-10-31,False
566278,412678,2022-06-27,delivered,credit_card,next_day,9.99,15,,2022-07-01,2022-07-07,False
571582,499302,2022-06-15,processing,debit_card,click_and_collect,14.99,,,,,False
556996,470313,2021-09-30,returned,paypal,click_and_collect,9.99,0,SAVE28,2021-10-02,,False
539498,409351,2023-09-17,returned,debit_card,express,14.99,15,,2023-09-18,,False
500365,498657,2022-04-19,delivered,debit_card,standard,6.99,,,2022-04-21,2022-04-22,False
554879,411706,2021-01-02,delivered,google_pay,economy,3.99,,,2021-01-03,2021-01-11,False
598065,447174,2022-12-03,processing,credit_card,next_day,6.99,,,,,False
564901,486805,2021-06-06,delivered,bank_transfer,click_and_collect,6.99,,,2021-06-08,2021-06-14,False
547629,469193,2022-05-09,delivered,paypal,express,14.99,15,,2022-05-13,2022-05-22,False
598767,459293,2022-08-26,delivered,credit_card,standard,14.99,,,2022-08-30,2022-08-31,True
502844,410670,2021-01-27,cancelled,debit_card,express,0,,SAVE25,,,False
522235,466160,2023-08-23,delivered,credit_card,standard,4.99,15,,2023-08-27,2023-08-31,False
505845,462289,2022-07-16,delivered,paypal,express,3.99,5,,2022-07-21,2022-07-27,False
571518,427158,2023-11-28,delivered,credit_card,next_day,9.99,,,2023-11-29,2023-12-06,False
501340,465213,2021-10-27,pending,apple_pay,express,4.99,,,,,False
587176,433807,2022-09-25,shipped,debit_card,express,9.99,,SAVE25,2022-09-29,,False
593699,478638,2021-08-14,delivered,paypal,express,3.99,0,,2021-08-17,2021-08-19,False
513537,411759,2023-02-16,delivered,credit_card,express,14.99,,,2023-02-21,2023-02-25,False
574061,467193,2022-06-06,processing,paypal,express,9.99,,,,,False
522512,467797,2023-01-11,cancelled,credit_card,click_and_collect,3.99,,,,,False
577990,408237,2022-09-04,returned,credit_card,standard,0,,,2022-09-06,,False
506089,416176,2024-01-16,shipped,credit_card,click_and_collect,6.99,20,,2024-01-18,,False
521745,430704,2021-04-23,delivered,paypal,standard,9.99,,,2021-04-25,2021-05-01,False
524401,428152,2023-08-30,pending,bank_transfer,standard,14.99,10,,,,False
510191,412560,2022-04-09,processing,debit_card,standard,3.99,,,,,False
548680,451813,2023-04-20,shipped,apple_pay,standard,4.99,,SAVE17,2023-04-22,,False
539228,471650,2022-01-21,delivered,paypal,standard,6.99,0,,2022-01-25,2022-02-01,False
531220,493211,2023-10-14,processing,paypal,express,3.99,,SAVE26,,,False
581224,480050,2024-06-26,delivered,credit_card,express,14.99,0,,2024-06-29,2024-07-08,True
504269,412539,2023-12-20,processing,credit_card,express,4.99,5,,,,False
536633,470004,2022-02-26,delivered,apple_pay,standard,3.99,0,,2022-03-01,2022-03-02,False
533953,497003,2021-03-11,delivered,paypal,next_day,4.99,20,,2021-03-14,2021-03-16,False
571069,470836,2022-05-16,processing,debit_card,standard,6.99,,,,,False
575028,413019,2022-10-06,pending,credit_card,standard,9.99,,SAVE8,,,False
504534,428152,2023-12-22,shipped,credit_card,standard,9.99,,SAVE17,2023-12-23,,False
576648,455850,2024-01-31,delivered,apple_pay,economy,0,,,2024-02-02,2024-02-03,False
529513,454386,2021-09-16,shipped,debit_card,economy,6.99,,,2021-09-21,,False
522721,465860,2023-06-18,returned,debit_card,click_and_collect,14.99,,,2023-06-19,,False
520562,455320,2022-04-24,delivered,debit_card,standard,3.99,,SAVE27,2022-04-26,2022-05-05,False
545678,439274,2023-09-17,delivered,paypal,standard,0,,,2023-09-21,2023-09-26,False
525221,446900,2024-08-12,delivered,bank_transfer,standard,9.99,,,2024-08-15,2024-08-23,False
532409,466160,2022-11-07,processing,paypal,standard,9.99,,,,,False
527038,449827,2024-01-23,delivered,credit_card,standard,9.99,,,2024-01-24,2024-02-03,False
522716,424685,2023-03-01,delivered,credit_card,standard,9.99,0,SAVE22,2023-03-02,2023-03-07,False
500859,441999,2023-03-09,delivered,debit_card,express,9.99,,,2023-03-14,2023-03-19,False
521990,426765,2024-04-26,delivered,paypal,click_and_collect,6.99,,SAVE5,2024-04-30,2024-05-06,False
532070,429035,2022-12-11,delivered,apple_pay,standard,3.99,25,,2022-12-12,2022-12-22,False
546860,443072,2021-07-20,delivered,debit_card,next_day,9.99,,,2021-07-23,2021-07-30,True
508812,476767,2023-05-24,processing,paypal,standard,3.99,10,,,,False
505339,468114,2023-11-20,pending,credit_card,economy,0,20,SAVE17,,,False
520180,417143,2022-02-23,delivered,apple_pay,click_and_collect,6.99,,SAVE10,2022-02-24,2022-03-06,False
549052,455550,2022-08-24,shipped,apple_pay,express,4.99,,,2022-08-25,,False
585455,444089,2023-11-14,processing,paypal,click_and_collect,3.99,,,,,False
543435,425774,2022-02-15,cancelled,credit_card,express,3.99,,SAVE29,,,False
545095,418660,2021-11-30,returned,google_pay,next_day,3.99,20,,2021-12-04,,False
507782,423224,2021-08-04,delivered,credit_card,standard,9.99,,,2021-08-08,2021-08-17,False
514879,432394,2023-03-27,shipped,credit_card,economy,6.99,,,2023-03-31,,False
581027,447555,2022-02-16,delivered,credit_card,express,4.99,,,2022-02-18,2022-02-22,False
595602,462423,2022-03-22,delivered,credit_card,express,6.99,5,,2022-03-25,2022-03-31,False
529654,411706,2024-08-17,processing,credit_card,standard,0,,SAVE19,,,False
544255,472848,2023-05-26,delivered,debit_card,standard,3.99,5,,2023-05-28,2023-06-07,True
537182,432765,2024-08-08,returned,paypal,standard,0,0,,2024-08-12,,False
543065,426254,2021-10-28,delivered,paypal,standard,9.99,,,2021-10-31,2021-11-09,False
594098,488832,2023-06-10,delivered,google_pay,standard,14.99,10,,2023-06-14,2023-06-19,False
589515,406980,2023-02-25,delivered,paypal,express,6.99,,,2023-03-01,2023-03-03,False
504376,488946,2021-05-07,delivered,credit_card,standard,14.99,15,,2021-05-11,2021-05-17,False
529627,423784,2023-10-28,processing,google_pay,standard,4.99,25,,,,False
553060,481163,2024-03-14,cancelled,apple_pay,express,9.99,,,,,False
576139,454386,2022-10-08,delivered,debit_card,standard,3.99,0,,2022-10-10,2022-10-11,False
566098,481735,2021-09-23,delivered,paypal,standard,3.99,10,SAVE6,2021-09-26,2021-10-02,False
572664,401118,2023-02-16,processing,credit_card,standard,3.99,,,,,False
573434,426263,2021-07-15,delivered,credit_card,next_day,3.99,,,2021-07-19,2021-07-23,False
537334,468875,2021-04-26,pending,debit_card,next_day,6.99,,,,,False
591113,412091,2021-10-09,delivered,credit_card,standard,4.99,0,,2021-10-13,2021-10-17,False
527282,407954,2021-02-28,delivered,credit_card,next_day,0,10,,2021-03-03,2021-03-06,False
581760,443817,2021-07-23,delivered,debit_card,standard,14.99,,,2021-07-27,2021-08-05,True
525380,468387,2024-06-30,delivered,credit_card,express,3.99,,SAVE15,2024-07-02,2024-07-08,False
598966,442739,2022-01-04,pending,debit_card,standard,0,,,,,False
532191,425221,2023-01-06,delivered,credit_card,express,0,,SAVE30,2023-01-08,2023-01-12,False
525263,485362,2022-07-23,returned,credit_card,standard,9.99,,,2022-07-27,,False
521260,446081,2022-11-13,delivered,paypal,standard,4.99,,SAVE27,2022-11-17,2022-11-27,False
538606,479670,2023-03-26,pending,paypal,next_day,3.99,,,,,False
532281,496658,2022-07-30,pending,debit_card,standard,4.99,15,,,,False
551657,474199,2023-09-12,returned,paypal,standard,6.99,,,2023-09-13,,False
521392,423659,2022-03-26,shipped,credit_card,standard,3.99,,SAVE8,2022-03-29,,False
577607,403653,2024-07-25,delivered,paypal,standard,0,25,SAVE7,2024-07-27,2024-08-03,False
517335,478852,2024-07-23,shipped,credit_card,click_and_collect,3.99,,SAVE26,2024-07-27,,False
500949,412091,2024-01-17,delivered,credit_card,standard,14.99,,,2024-01-20,2024-01-26,False
570438,411013,2023-12-28,processing,credit_card,standard,6.99,20,,,,False
503493,488486,2022-06-02,processing,paypal,express,0,25,,,,False
545458,400935,2021-07-01,delivered,credit_card,standard,14.99,,,2021-07-05,2021-07-12,False
573967,474393,2024-04-07,delivered,debit_card,economy,3.99,,,2024-04-12,2024-04-20,False
597861,491025,2023-07-18,processing,credit_card,economy,6.99,,SAVE11,,,False
597048,462910,2024-07-28,delivered,debit_card,economy,3.99,,,2024-08-01,2024-08-03,False
570564,446890,2023-01-02,delivered,debit_card,next_day,14.99,,,2023-01-06,2023-01-10,False
584555,469932,2021-09-15,shipped,apple_pay,click_and_collect,3.99,20,,2021-09-17,,False
530210,427425,2021-09-11,shipped,google_pay,standard,6.99,,SAVE23,2021-09-16,,False
516049,452101,2021-03-07,cancelled,paypal,economy,4.99,,SAVE15,,,False
516557,470836,2024-06-13,delivered,debit_card,click_and_collect,9.99,,SAVE12,2024-06-17,2024-06-18,False
535319,421157,2022-10-07,cancelled,paypal,express,3.99,,,,,False
598652,446267,2023-05-09,delivered,paypal,standard,14.99,,,2023-05-11,2023-05-15,False
535418,455498,2022-06-13,shipped,paypal,next_day,4.99,,,2022-06-14,,False
511857,446919,2024-06-10,cancelled,credit_card,standard,14.99,,,,,False
521193,455280,2023-05-17,delivered,bank_transfer,standard,6.99,,,2023-05-20,2023-05-29,False
575993,478363,2023-05-01,shipped,google_pay,standard,4.99,,,2023-05-04,,False
507540,455550,2024-08-04,cancelled,apple_pay,standard,3.99,10,,,,False
558239,406054,2022-02-15,cancelled,credit_card,standard,14.99,0,,,,False
543691,439998,2021-08-10,delivered,debit_card,express,0,25,SAVE13,2021-08-14,2021-08-22,False
598481,498657,2023-01-22,pending,credit_card,click_and_collect,3.99,10,,,,False
578439,453330,2022-05-13,delivered,google_pay,express,4.99,,,2022-05-15,2022-05-18,False
551487,493871,2021-11-19,delivered,apple_pay,next_day,3.99,,,2021-11-22,2021-11-25,False
541032,465592,2023-10-08,cancelled,paypal,click_and_collect,4.99,5,,,,False
580180,477187,2024-02-20,delivered,paypal,standard,9.99,,,2024-02-24,2024-02-29,False
578793,477187,2023-02-26,delivered,debit_card,express,0,,,2023-02-28,2023-03-01,True
580581,425221,2022-04-03,returned,debit_card,standard,6.99,,,2022-04-06,,False
517550,482504,2023-06-30,delivered,credit_card,standard,0,25,,2023-07-01,2023-07-06,False
507397,439998,2024-02-12,delivered,credit_card,standard,9.99,,SAVE27,2024-02-15,2024-02-25,False
515453,475112,2021-07-22,processing,debit_card,express,4.99,25,,,,False
518696,466115,2021-05-17,delivered,debit_card,standard,6.99,,,2021-05-22,2021-05-31,False
531814,463201,2021-06-30,delivered,apple_pay,standard,0,,,2021-07-02,2021-07-08,False
565065,448804,2021-08-31,processing,paypal,express,0,0,,,,False
552623,444650,2024-02-01,delivered,credit_card,standard,3.99,,,2024-02-02,2024-02-07,False
525963,448404,2023-09-09,delivered,apple_pay,standard,0,,,2023-09-13,2023-09-16,True
509863,499486,2021-08-14,delivered,paypal,standard,14.99,,,2021-08-15,2021-08-24,False
560265,423461,2023-08-06,delivered,credit_card,economy,3.99,,,2023-08-11,2023-08-14,False
540499,443995,2023-06-13,shipped,bank_transfer,express,0,25,,2023-06-14,,False
577070,439514,2021-06-27,shipped,debit_card,next_day,9.99,5,,2021-07-02,,False
548718,403046,2022-04-21,delivered,bank_transfer,standard,3.99,,,2022-04-24,2022-05-04,False
536419,416702,2022-10-25,delivered,credit_card,economy,6.99,,SAVE17,2022-10-27,2022-11-04,False
520978,475695,2021-05-09,pending,credit_card,next_day,9.99,25,SAVE27,,,False
508593,476585,2024-02-18,delivered,paypal,standard,6.99,,,2024-02-22,2024-03-01,True
501951,411161,2022-01-26,returned,paypal,standard,4.99,0,,2022-01-31,,False
550322,403325,2023-06-15,shipped,credit_card,standard,6.99,,,2023-06-20,,False
523888,435974,2021-08-23,delivered,paypal,standard,6.99,0,SAVE22,2021-08-26,2021-08-28,False
578026,458262,2021-06-21,returned,paypal,standard,3.99,,,2021-06-22,,False
535153,432394,2022-08-31,cancelled,credit_card,standard,9.99,,,,,False
584006,479129,2022-06-23,pending,debit_card,standard,6.99,,,,,True
512177,438086,2021-02-27,delivered,credit_card,standard,6.99,,,2021-02-28,2021-03-10,False
574233,479171,2021-02-25,delivered,apple_pay,standard,0,,,2021-02-28,2021-03-07,False
526627,480538,2021-04-13,delivered,paypal,express,9.99,20,,2021-04-16,2021-04-17,False
558738,407181,2021-06-20,delivered,bank_transfer,standard,6.99,,,2021-06-23,2021-07-03,False
544813,406155,2022-03-10,delivered,paypal,standard,4.99,,SAVE27,2022-03-11,2022-03-13,False
581544,489592,2023-02-06,delivered,credit_card,standard,14.99,25,,2023-02-08,2023-02-10,True
512817,439677,2023-05-19,delivered,credit_card,standard,4.99,,SAVE16,2023-05-21,2023-05-31,False
576802,442495,2024-04-14,delivered,credit_card,express,6.99,,,2024-04-15,2024-04-21,False
517359,455550,2023-04-28,pending,bank_transfer,standard,6.99,,,,,False
523699,411255,2021-01-09,delivered,apple_pay,click_and_collect,6.99,,,2021-01-11,2021-01-16,False
551842,498561,2023-04-11,delivered,apple_pay,standard,9.99,,,2023-04-14,2023-04-16,False
558502,496886,2021-12-14,delivered,paypal,standard,14.99,,SAVE10,2021-12-17,2021-12-24,False
509963,484399,2022-11-02,processing,credit_card,next_day,0,5,,,,False
592142,452101,2024-05-20,delivered,credit_card,standard,9.99,,,2024-05-23,2024-06-02,False
530025,483724,2023-06-14,cancelled,bank_transfer,express,6.99,,SAVE24,,,False
513090,425228,2022-04-02,delivered,paypal,standard,4.99,5,,2022-04-06,2022-04-08,False
563126,492663,2024-04-12,delivered,google_pay,standard,4.99,,,2024-04-13,2024-04-23,False
548808,476543,2021-12-02,processing,paypal,express,3.99,,,,,False
530424,478638,2023-04-15,cancelled,credit_card,click_and_collect,4.99,15,,,,True
594705,462685,2021-09-06,processing,bank_transfer,express,14.99,0,,,,False
552531,452870,2022-10-26,cancelled,debit_card,express,9.99,,,,,False
516791,466702,2021-07-23,delivered,bank_transfer,standard,14.99,,,2021-07-25,2021-08-03,False
555515,435279,2023-06-12,delivered,apple_pay,standard,4.99,15,,2023-06-14,2023-06-23,True
535922,459210,2022-04-03,delivered,credit_card,next_day,4.99,,,2022-04-07,2022-04-08,False
562056,494219,2021-11-09,pending,credit_card,click_and_collect,0,,,,,False
541746,468733,2021-02-05,processing,credit_card,next_day,14.99,5,SAVE12,,,False
519810,471012,2023-07-31,delivered,credit_card,next_day,9.99,,,2023-08-05,2023-08-10,False
587527,483637,2024-01-06,delivered,debit_card,economy,3.99,20,SAVE6,2024-01-09,2024-01-10,False
566675,415432,2023-10-08,delivered,debit_card,standard,4.99,,,2023-10-09,2023-10-17,False
582517,403239,2024-08-13,delivered,paypal,standard,6.99,,,2024-08-17,2024-08-18,False
552250,496886,2021-05-12,returned,bank_transfer,next_day,3.99,,,2021-05-13,,False
533013,433361,2024-05-19,delivered,paypal,standard,9.99,,,2024-05-21,2024-05-26,False
550213,407954,2023-01-07,shipped,credit_card,click_and_collect,6.99,,,2023-01-11,,False
513485,495907,2024-02-02,processing,bank_transfer,express,4.99,15,,,,False
518594,408965,2023-10-15,cancelled,bank_transfer,standard,3.99,25,,,,False
581370,454008,2021-07-28,shipped,paypal,standard,0,,SAVE26,2021-08-01,,False
555800,460981,2021-09-11,delivered,google_pay,standard,3.99,,,2021-09-14,2021-09-21,False
515789,416176,2023-11-14,delivered,paypal,express,9.99,,,2023-11-15,2023-11-19,False
558794,426099,2022-04-09,delivered,paypal,click_and_collect,4.99,,SAVE13,2022-04-11,2022-04-14,False
529958,407181,2024-09-23,delivered,paypal,next_day,0,0,,2024-09-25,2024-10-05,False
503466,461263,2021-09-13,delivered,bank_transfer,express,4.99,,,2021-09-14,2021-09-19,False
500591,456848,2023-03-16,shipped,credit_card,standard,9.99,20,SAVE19,2023-03-19,,False
574852,432884,2024-09-17,delivered,credit_card,click_and_collect,4.99,20,,2024-09-20,2024-09-21,False
577737,410670,2023-09-03,delivered,credit_card,next_day,6.99,5,SAVE13,2023-09-08,2023-09-18,False
520753,499486,2024-06-04,delivered,debit_card,express,6.99,,,2024-06-05,2024-06-11,False
586487,442182,2023-01-30,shipped,bank_transfer,standard,9.99,,,2023-02-03,,False
597232,482554,2021-04-28,delivered,debit_card,click_and_collect,14.99,,,2021-04-29,2021-05-06,False
569867,478010,2023-03-24,delivered,bank_transfer,standard,14.99,,,2023-03-28,2023-04-05,False
535203,437401,2021-07-15,delivered,debit_card,standard,14.99,,,2021-07-19,2021-07-28,False
541340,499407,2022-12-16,delivered,debit_card,express,3.99,10,,2022-12-19,2022-12-27,False
518013,405530,2021-10-21,delivered,paypal,standard,4.99,,,2021-10-22,2021-10-26,False
535452,426958,2021-04-12,delivered,google_pay,click_and_collect,0,,,2021-04-15,2021-04-24,False
508006,487135,2021-01-03,delivered,debit_card,express,14.99,,,2021-01-04,2021-01-11,False
525041,460476,2022-04-08,delivered,credit_card,click_and_collect,3.99,,SAVE5,2022-04-13,2022-04-17,False
521786,417143,2024-02-21,delivered,credit_card,standard,4.99,,,2024-02-23,2024-02-25,False
592425,418953,2023-11-05,delivered,debit_card,standard,14.99,,,2023-11-10,2023-11-18,False
513879,493493,2021-10-17,pending,apple_pay,click_and_collect,3.99,,SAVE17,,,False
508230,473196,2023-01-02,delivered,debit_card,standard,6.99,25,SAVE14,2023-01-07,2023-01-11,False
546377,479079,2023-02-28,cancelled,credit_card,standard,3.99,5,,,,False
590581,492663,2024-06-28,delivered,credit_card,economy,4.99,,,2024-06-29,2024-07-04,False
530182,407887,2022-11-26,delivered,credit_card,express,6.99,20,,2022-11-28,2022-12-04,False
543498,411161,2024-09-21,processing,credit_card,standard,9.99,5,,,,False
546481,425612,2024-09-29,delivered,debit_card,standard,14.99,25,,2024-09-30,2024-10-02,False
501301,416033,2022-11-07,delivered,debit_card,economy,0,10,,2022-11-08,2022-11-15,False
541654,425124,2022-02-24,cancelled,debit_card,standard,14.99,,,,,False
512332,443877,2023-02-06,delivered,paypal,standard,4.99,,,2023-02-08,2023-02-10,False
535508,461541,2021-05-08,delivered,paypal,standard,6.99,20,,2021-05-12,2021-05-22,True
527509,403667,2023-02-01,delivered,credit_card,economy,4.99,,,2023-02-04,2023-02-14,False
594345,454646,2024-09-26,returned,bank_transfer,standard,0,10,,2024-09-30,,False
518294,436352,2022-03-30,shipped,debit_card,click_and_collect,3.99,,,2022-04-02,,False
513155,464279,2022-10-06,pending,credit_card,standard,3.99,25,,,,False
576269,478815,2022-11-03,delivered,debit_card,click_and_collect,14.99,25,,2022-11-06,2022-11-15,False
583866,407954,2021-03-09,delivered,apple_pay,standard,4.99,0,,2021-03-12,2021-03-21,False
513771,499327,2022-06-02,cancelled,paypal,express,14.99,,,,,False
539257,490861,2021-01-03,shipped,credit_card,standard,6.99,,,2021-01-08,,False
531164,437156,2023-02-28,cancelled,credit_card,express,6.99,20,,,,False
587318,498377,2023-07-06,pending,google_pay,express,14.99,,,,,False
506470,443452,2022-05-20,delivered,paypal,economy,0,,,2022-05-22,2022-06-01,False
567819,414461,2022-07-27,returned,debit_card,express,4.99,,,2022-08-01,,False
563584,483540,2021-05-01,delivered,paypal,standard,14.99,0,,2021-05-04,2021-05-05,False
577500,474481,2024-01-09,delivered,debit_card,standard,0,,,2024-01-13,2024-01-15,False
560423,411109,2024-02-26,shipped,paypal,express,0,0,,2024-02-28,,False
583586,486356,2022-01-22,delivered,credit_card,standard,0,,,2022-01-26,2022-01-29,False
518305,498452,2023-05-27,delivered,apple_pay,standard,3.99,,,2023-05-28,2023-05-30,False
534200,435918,2021-06-20,processing,apple_pay,standard,3.99,,,,,False
561097,428773,2021-07-30,cancelled,debit_card,standard,0,15,SAVE18,,,False
579359,424685,2023-12-28,delivered,credit_card,standard,3.99,5,,2023-12-29,2023-12-30,False
516626,404056,2022-07-27,delivered,apple_pay,standard,9.99,,,2022-07-31,2022-08-08,False
549068,486805,2022-03-14,delivered,bank_transfer,standard,6.99,10,,2022-03-16,2022-03-19,False
590757,476939,2024-02-09,delivered,paypal,standard,9.99,25,,2024-02-10,2024-02-16,True
597156,479032,2021-08-25,delivered,credit_card,standard,9.99,,SAVE14,2021-08-29,2021-09-06,False
532941,450579,2022-08-02,delivered,apple_pay,express,14.99,25,,2022-08-05,2022-08-13,False
517208,497405,2024-01-21,returned,credit_card,standard,3.99,,,2024-01-24,,False
520096,474743,2022-02-15,delivered,paypal,standard,3.99,0,,2022-02-19,2022-02-22,False
512245,414541,2022-05-04,delivered,credit_card,standard,4.99,,SAVE8,2022-05-06,2022-05-11,False
565761,454842,2024-03-29,delivered,credit_card,standard,3.99,10,,2024-03-31,2024-04-06,False
571467,470004,2022-10-22,delivered,credit_card,standard,14.99,,,2022-10-25,2022-10-28,False
530967,475219,2023-08-17,shipped,apple_pay,economy,0,,,2023-08-19,,False
592824,424470,2023-10-08,delivered,apple_pay,express,4.99,15,,2023-10-13,2023-10-22,False
533341,491361,2021-01-24,delivered,paypal,standard,3.99,,,2021-01-28,2021-02-02,False
582350,459593,2021-03-04,delivered,bank_transfer,express,0,25,,2021-03-05,2021-03-15,False
588526,498377,2024-08-03,delivered,paypal,standard,14.99,10,,2024-08-07,2024-08-08,False
542118,498583,2024-04-01,delivered,credit_card,standard,0,15,SAVE28,2024-04-04,2024-04-08,False
591804,414544,2022-04-23,cancelled,debit_card,express,6.99,,SAVE21,,,False
570739,465213,2021-06-20,processing,debit_card,economy,3.99,,,,,False
514347,483755,2023-03-13,delivered,credit_card,standard,3.99,25,SAVE15,2023-03-15,2023-03-22,False
577424,438559,2022-08-08,delivered,credit_card,standard,14.99,,,2022-08-10,2022-08-18,True
523636,409757,2023-09-02,processing,apple_pay,click_and_collect,6.99,,,,,True
596462,489592,2022-02-09,delivered,credit_card,standard,3.99,,,2022-02-14,2022-02-19,False
500973,444778,2023-04-17,delivered,credit_card,express,6.99,,,2023-04-21,2023-04-23,False
539650,439677,2022-11-23,delivered,debit_card,express,4.99,10,SAVE19,2022-11-28,2022-12-05,False
571136,443452,2023-09-22,processing,debit_card,click_and_collect,9.99,,,,,False
563321,465213,2022-06-05,delivered,paypal,express,14.99,0,SAVE24,2022-06-08,2022-06-14,True
564571,401296,2021-03-27,delivered,google_pay,standard,0,,,2021-03-30,2021-04-05,False
505432,469193,2022-06-30,delivered,paypal,express,6.99,15,,2022-07-01,2022-07-04,False
556547,450650,2023-09-01,shipped,debit_card,standard,9.99,,SAVE9,2023-09-02,,False
564580,459255,2024-09-27,delivered,credit_card,express,3.99,,,2024-09-29,2024-10-07,True
583105,474473,2023-06-06,delivered,debit_card,standard,0,,,2023-06-10,2023-06-13,False
550096,443870,2021-12-27,delivered,credit_card,standard,3.99,0,,2021-12-30,2021-12-31,False
575311,453602,2021-10-06,processing,paypal,standard,4.99,,,,,False
525988,449034,2022-06-06,cancelled,debit_card,standard,4.99,,,,,False
527390,449005,2021-02-12,delivered,debit_card,standard,6.99,,SAVE6,2021-02-14,2021-02-15,False
530733,420214,2021-05-31,delivered,credit_card,express,6.99,20,,2021-06-01,2021-06-09,False
522302,472623,2021-05-06,cancelled,paypal,standard,3.99,,SAVE6,,,False
577189,420557,2022-12-09,delivered,paypal,standard,9.99,10,,2022-12-11,2022-12-14,False
577275,405896,2023-04-21,delivered,debit_card,standard,14.99,,,2023-04-22,2023-04-24,False
573163,403945,2023-03-13,processing,credit_card,click_and_collect,0,,SAVE26,,,False
556360,441724,2022-07-20,cancelled,credit_card,standard,6.99,,SAVE14,,,False
546437,439926,2023-09-05,shipped,paypal,express,9.99,,SAVE13,2023-09-08,,False
512487,433150,2021-06-12,delivered,paypal,standard,9.99,,,2021-06-15,2021-06-21,True
546919,486356,2022-04-08,delivered,paypal,next_day,0,,,2022-04-09,2022-04-16,False
580938,406797,2023-10-26,delivered,credit_card,express,0,,SAVE19,2023-10-29,2023-11-03,False
507492,455550,2024-09-27,pending,credit_card,standard,3.99,5,SAVE10,,,False
521748,417606,2022-05-21,returned,credit_card,express,4.99,,,2022-05-25,,False
544602,498475,2022-01-01,shipped,paypal,express,0,,,2022-01-03,,False
561246,438559,2021-09-24,delivered,credit_card,express,3.99,,,2021-09-26,2021-10-06,False
593901,406376,2023-05-08,delivered,credit_card,standard,14.99,,,2023-05-12,2023-05-19,False
571159,453884,2024-06-25,delivered,debit_card,express,9.99,,,2024-06-27,2024-07-04,False
587230,447067,2021-10-30,delivered,bank_transfer,standard,14.99,,,2021-11-01,2021-11-08,False
537989,490310,2023-04-23,cancelled,debit_card,standard,4.99,,,,,False
556792,452789,2023-08-15,shipped,paypal,standard,6.99,,,2023-08-19,,False
536036,474155,2022-02-16,shipped,credit_card,express,6.99,,,2022-02-17,,False
507514,429879,2024-01-30,delivered,bank_transfer,standard,3.99,15,SAVE28,2024-02-04,2024-02-09,False
568126,451891,2022-01-18,cancelled,paypal,click_and_collect,9.99,,,,,False
543718,438655,2021-05-13,delivered,paypal,standard,14.99,15,,2021-05-18,2021-05-24,False
583432,452552,2021-02-17,delivered,credit_card,express,3.99,15,,2021-02-22,2021-02-23,False
565989,492489,2021-07-17,shipped,paypal,standard,6.99,5,,2021-07-20,,False
596369,439274,2021-08-18,processing,credit_card,standard,3.99,,,,,False
569113,458978,2021-10-16,delivered,debit_card,standard,14.99,,SAVE27,2021-10-20,2021-10-25,False
569521,408853,2022-09-12,shipped,bank_transfer,next_day,0,,,2022-09-15,,False
525179,422521,2022-06-14,delivered,paypal,standard,14.99,10,,2022-06-17,2022-06-20,False
596838,476812,2021-07-29,delivered,credit_card,express,9.99,,SAVE13,2021-08-02,2021-08-05,False
